code,name,offered
COMP20005,Engineering Computation,"['Semester 1', 'Semester 2']"
COMP20007,Design of Algorithms,['Semester 1']
COMP20008,Elements of Data Processing,"['Semester 1', 'Semester 2']"
COMP30013,Advanced Studies in Computing 3A,"['Summer Term', 'Semester 1', 'Semester 2']"
COMP30014,Advanced Studies in Computing 3B,"['Summer Term', 'Semester 1', 'Semester 2']"
COMP30023,Computer Systems,['Semester 1']
COMP30024,Artificial Intelligence,['Semester 1']
COMP30027,Machine Learning,['Semester 1']
COMP60003,Computer Science Research Project,"['Semester 1', 'Semester 2']"
COMP90005,Advanced Studies in Computing 6B,"['Summer Term', 'Semester 1', 'Semester 2']"
COMP90007,Internet Technologies,"['Semester 1', 'Semester 2']"
COMP90015,Distributed Systems,"['Semester 1', 'Semester 2']"
COMP90016,Computational Genomics,['Semester 1']
COMP90019,Distributed Computing Project,"['Semester 1', 'Semester 2']"
COMP90020,Distributed Algorithms,['Semester 1']
COMP90024,Cluster and Cloud Computing,['Semester 1']
COMP90028,Information Technology Research Project,"['Semester 1', 'Semester 2']"
COMP90030,Minor Research Project,"['Semester 1', 'Semester 2']"
COMP90038,Algorithms and Complexity,"['Semester 1', 'Semester 2']"
COMP90041,Programming and Software Development,"['Semester 1', 'Semester 2']"
COMP90042,Web Search and Text Analysis,['Semester 1']
COMP90044,Research Methods,"['Semester 1', 'Semester 2']"
COMP90045,Programming Language Implementation,['Semester 1']
COMP90048,Declarative Programming,['Semester 1']
COMP90049,Knowledge Technologies,"['Semester 1', 'Semester 2']"
COMP90050,Advanced Database Systems,['Semester 1']
COMP90055,Computing Project,"['Summer Term', 'Semester 1', 'Semester 2']"
COMP90059,Introduction to Programming,"['Summer Term', 'Semester 1', 'Semester 2']"
COMP90060,Computer Science Research Project Pt1,"['Semester 1', 'Semester 2']"
COMP90061,Computer Science Research Project Pt1,"['Semester 1', 'Semester 2']"
COMP90062,Computer Science Research Project Pt1,"['Semester 1', 'Semester 2']"
COMP90063,Computer Science Research Project Pt1,"['Semester 1', 'Semester 2']"
COMP90064,Computer Science Research Project Pt2,"['Semester 1', 'Semester 2']"
COMP90065,Computer Science Research Project Pt2,"['Semester 1', 'Semester 2']"
COMP90066,Computer Science Research Project Pt2,"['Semester 1', 'Semester 2']"
COMP90067,Computer Science Research Project Pt2,"['Semester 1', 'Semester 2']"
COMP90068,Computer Science Research Project Pt3,"['Semester 1', 'Semester 2']"
COMP90069,Computer Science Research Project Pt3,"['Semester 1', 'Semester 2']"
COMP90070,Computer Science Research Project Pt3,"['Semester 1', 'Semester 2']"
COMP90071,Computer Science Research Project Pt3,"['Semester 1', 'Semester 2']"
COMP90072,The Art of Scientific Computation,"['Semester 1', 'Semester 2']"
COMP90074,Web Security,['Semester 1']
CONS30001,Building Information Modelling,['Semester 1']
CREA90001,Research Methods 1,['Semester 1']
CRIM10001,From Graffiti to Terrorism,['Semester 1']
CRIM20002,Criminal Law and Political Justice,['Semester 1']
CRIM20003,Policing,['Semester 1']
CRIM30006,Crime and Culture,['Semester 1']
CRIM30010,Managing Justice: Agencies and the State,['Semester 1']
CRIM30011,"Young People, Crime and Justice",['Semester 1']
CRIM40002,Qualitative Research Methods,['Semester 1']
CRIM40003,Drugs and Justice,['Semester 1']
CRIM40008,Criminology Thesis Part 1,"['Semester 1', 'Semester 2']"
CRIM40009,Criminology Thesis Part 2,"['Semester 1', 'Semester 2']"
CRIM90004,"Taming Business? Crime, Law and Politics",['Semester 1']
CRIM90009,Judging Crime,['Semester 1']
CRIM90011,Research and Criminal Justice Governance,['Semester 1']
CRIM90018,Making Sense of Crime and Justice,['Semester 1']
CRIM90028,Criminology Thesis Part 1,"['Semester 1', 'Semester 2']"
CRIM90029,Criminology Thesis Part 2,"['Semester 1', 'Semester 2']"
CRIM90030,Criminology & Sociology Internship Pt 1,"['Semester 1', 'Semester 2']"
CRIM90031,Criminology & Sociology Internship Pt 2,"['Semester 1', 'Semester 2']"
CULS20015,Rock to Rave,['Semester 1']
CULS20016,Media Histories,['Semester 1']
CULS30002,Asian Cinema and Media,['Semester 1']
CULS30004,Thinking Sex,['Semester 1']
CULS40001,Cultural Policy and Power,['Semester 1']
CUMC90006,Conservation Internship and Projects,"['Semester 1', 'Semester 2']"
CUMC90035,Conservation Thesis Part 1,"['Semester 1', 'Semester 2']"
CUMC90036,Conservation Thesis Part 2,"['Semester 1', 'Semester 2']"
CVEN30008,Engineering Risk Analysis,"['Semester 1', 'Semester 2']"
CVEN30010,Systems Modelling and Design,"['Semester 1', 'Semester 2']"
CVEN90017,Earthquake Resistant Design of Buildings,['Semester 1']
CVEN90019,Sustainable Water Resources Systems,['Semester 1']
CVEN90024,High Rise Structures,['Semester 1']
CVEN90026,Extreme Loading of Structures,['Semester 1']
CVEN90043,Sustainable Infrastructure Engineering,['Semester 1']
CVEN90044,Engineering Site Characterisation,['Semester 1']
CVEN90047,IE Research Project 2,"['Semester 1', 'Semester 2']"
CVEN90049,Structural Theory and Design 2,['Semester 1']
CVEN90050,Geotechnical Engineering,['Semester 1']
CVEN90056,IE Research Project 3,"['Semester 1', 'Semester 2']"
CVEN90059,Integrated Design - Infrastructure,['Semester 1']
CVEN90061,Freight Systems,['Semester 1']
CVEN90064,IE Research Project 1 Part 1,"['Semester 1', 'Semester 2']"
CVEN90065,IE Research Project 1 Part 2,"['Semester 1', 'Semester 2']"
CVEN90068,Port Access and Navigation,"['Semester 1', 'September']"
CWRI10001,Creative Writing: Ideas and Practice,['Semester 1']
CWRI20005,Creative Non Fiction,['Semester 1']
CWRI20007,Poetry,['Semester 1']
CWRI30006,Poetry and Poetics,['Semester 1']
CWRI30014,Advanced Screenwriting,['Semester 1']
CWRI30015,Writing Radical Performance,['Semester 1']
CWRI40010,Contemporary Eco-Fictions,['Semester 1']
CWRI40015,Creative Writing Thesis Part 1,"['Semester 1', 'Semester 2']"
CWRI40016,Creative Writing Thesis Part 2,"['Semester 1', 'Semester 2']"
CWRI40017,Serial Storytelling,['Semester 1']
CWRI90009,Young Adult Fiction,['Semester 1']
CWRI90015,Creative Writing Thesis Part 1,"['Semester 1', 'Semester 2']"
CWRI90016,Creative Writing Thesis Part 2,"['Semester 1', 'Semester 2']"
CWRI90017,Advanced Writing Project Part 1,"['Semester 1', 'Semester 2']"
CWRI90018,Advanced Writing Project Part 2,"['Semester 1', 'Semester 2']"
DENT40003,Advances in Oral Health Research,"['Semester 1', 'Semester 2']"
DENT40010,Oral Health Sci Research Proj Part 1,"['Semester 1', 'Semester 2']"
DENT40011,Oral Health Sci Research Proj Part 2,"['Semester 1', 'Semester 2']"
DENT90011,Research Design 1,['Semester 1']
DENT90013,Research Proposal 1,['Semester 1']
DENT90014,Research Proposal 2,"['Semester 1', 'Semester 2']"
DENT90015,Principles of Specialty 1,['Semester 1']
DENT90016,Principles of Specialty 2,"['Semester 1', 'Semester 2']"
DENT90017,Clinical Practice in Specialty 1,['Semester 1']
DENT90018,Clinical Practice in Specialty 2,"['Semester 1', 'Semester 2']"
DENT90019,Minor Thesis 1,['Semester 1']
DENT90021,Advanced Seminars in Specialty 1,['Semester 1']
DENT90023,Adv Clinical Practice in Specialty 1,"['Semester 1', 'Semester 2']"
DENT90024,Adv Clinical Practice in Specialty 2,"['Semester 1', 'Semester 2']"
DENT90025,Minor Thesis 3,['Semester 1']
DENT90026,Minor Thesis 4,"['Semester 1', 'Semester 2']"
DENT90027,Advanced Seminars in Specialty 3,['Semester 1']
DENT90029,Adv Clinical Practice in Specialty 3,"['Semester 1', 'Semester 2']"
DENT90030,Adv Clinical Practice in Specialty 4,"['Semester 1', 'Semester 2']"
DENT90031,Research Design 1,['Semester 1']
DENT90032,Research Design 2,"['Semester 1', 'Semester 2']"
DENT90033,Research Project 1,['Semester 1']
DENT90035,Advanced Clinical Practice 1,['Semester 1']
DENT90037,Advanced Clinical Practice 3,['Semester 1']
DENT90038,Advanced Clinical Practice 4,"['Semester 1', 'Semester 2']"
DENT90039,Forensic Odontology 1,['Semester 1']
DENT90041,Casework/Research Report 1,['Semester 1']
DENT90045,Research Project 1,['Semester 1']
DENT90047,OMS Clinical Practice 1,['Semester 1']
DEVT10001,The Developing World,['Semester 1']
DEVT40009,Development Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
DEVT40010,Development Studies Thesis Part 2,"['Semester 1', 'Semester 2']"
DEVT90002,Internship in Development,"['January', 'Semester 1', 'Semester 2']"
DEVT90008,International Internship in Development,"['January', 'Semester 1', 'Semester 2']"
DEVT90009,Development Theories,"['Semester 1', 'Semester 2']"
DEVT90039,"Civil Society, NGOs and the State",['Semester 1']
DEVT90045,Political Economy of Development,['Semester 1']
DEVT90053,Intervening in Development,['Semester 1']
DEVT90054,Development Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
DEVT90055,Development Studies Thesis Part 2,"['Semester 1', 'Semester 2']"
DEVT90060,Internship in Development,"['January', 'Semester 1', 'Semester 2']"
DNCE10012,Dance 1,['Semester 1']
DNCE10016,Choreographic Process into Performance 1,['Semester 1']
DNCE10017,Dance Technique 1,['Semester 1']
DNCE10018,Integrated Body Mind Practices 1,['Semester 1']
DNCE10027,Dancing the Dance 1,"['Semester 1', 'Semester 2']"
DNCE10028,The Dancer as Artist,['Semester 1']
DNCE20013,Dance Technique 3,['Semester 1']
DNCE20014,Choreographic Process into Performance 3,['Semester 1']
DNCE20015,Dance Technique Extension 2,['Semester 1']
DNCE20016,Integrated Body Mind Practices 2,['Semester 1']
DNCE20017,Dance Lineages 2,['Semester 1']
DNCE30002,Special Study,['Semester 1']
DNCE30010,Choreographic Processes 5 Screen Dance,['Semester 1']
DNCE30011,Dance Technique 5,['Semester 1']
DNCE30013,Independent Dance Contract B,['Semester 1']
DNCE30015,Performance Project A,['Semester 1']
DNCE30019,Dance Industry Project,"['Semester 1', 'Semester 2']"
DNCE30020,Dance Technique Extension 4,['Semester 1']
DNCE40005,Research Methods (Dance),['Semester 1']
DNCE60047,Cross Disciplinary Laboratory,['Semester 1']
DNCE90003,Collaboration Laboratory 1,['Semester 1']
DNCE90005,Performance Research Approaches 1,['Semester 1']
DNCE90009,Process and Practice 3,['Semester 1']
DNCE90012,Project 3,['Semester 1']
DPSS10001,Production Practice 1,['Semester 1']
DPSS10002,Foundations of Design and Production 1,['Semester 1']
DPSS20002,Frontiers in Design and Technology,['Semester 1']
DPSS20003,Design Studio 1,['Semester 1']
DPSS20004,Technical Studio 1,['Semester 1']
DPSS30006,Professional Practice and Promotion,['Semester 1']
DRAM10012,Acting 1,['Semester 1']
DRAM10013,Base Skills 1,['Semester 1']
DRAM10026,Up Close and Personal with MTC,"['Semester 1', 'June', 'Semester 2']"
DRAM10027,Body and Voice 1,['Semester 1']
DRAM10028,Acting and Performance 1,['Semester 1']
DRAM10029,Contextual Studies 1 History Matters,['Semester 1']
DRAM20022,Acting Lab 1,['Semester 1']
DRAM20023,Contextual Studies 2 Theory in Action,['Semester 1']
DRAM20026,Theatre Lab 1,['Semester 1']
DRAM30021,Acting Lab 3,['Semester 1']
DRAM30022,Industry Practice 1,['Semester 1']
DRAM30025,Theatre Lab 3,['Semester 1']
DRAM40001,Research Methods (Theatre Practice),['Semester 1']
DRAM90010,Performing Arts Research Methodologies,['Semester 1']
DRAM90011,Applied Dramaturgy,['Semester 1']
DRAM90019,"Dramaturgy, Text and Performance",['Semester 1']
DRAM90020,Directing Methodologies,['Semester 1']
ECOL30006,Ecology in Changing Environments,['Semester 1']
ECOL30007,Marine Ecosystems: Ecology & Management,['Semester 1']
ECOM20001,Econometrics 1,"['Semester 1', 'Semester 2']"
ECOM20002,Forecasting in Economics and Business,['Semester 1']
ECOM30001,Basic Econometrics,['Semester 1']
ECOM30002,Econometrics 2,"['Semester 1', 'Semester 2']"
ECOM40003,Macroeconometrics,['Semester 1']
ECOM40006,Econometrics 3,['Semester 1']
ECOM90001,Basic Econometrics,['Semester 1']
ECOM90002,Econometrics 2,"['Semester 1', 'Semester 2']"
ECOM90005,Advanced Econometric Techniques,['Semester 1']
ECOM90007,Macroeconometrics,['Semester 1']
ECOM90009,Quantitative Methods for Business,"['Semester 1', 'Semester 2']"
ECOM90013,Econometrics 3,['Semester 1']
ECOM90015,Special Topics in Adv. Econometrics 2,['Semester 1']
ECOM90018,Advanced Studies in Econometrics 1,['Semester 1']
ECOM90020,Computational Economics and Business,['Semester 1']
ECOM90022,Research Methods,['Semester 1']
ECOM90023,Treatment Effects and Program Evaluation,['Semester 1']
ECON10003,Introductory Macroeconomics,"['Summer Term', 'Semester 1', 'Semester 2']"
ECON10004,Introductory Microeconomics,"['Semester 1', 'Semester 2']"
ECON10005,Quantitative Methods 1,"['Semester 1', 'Semester 2']"
ECON20002,Intermediate Microeconomics,"['Summer Term', 'Semester 1']"
ECON20003,Quantitative Methods 2,"['Summer Term', 'Semester 1', 'Semester 2']"
ECON20007,Globalisation and the World Economy,"['Semester 1', 'Semester 2']"
ECON30001,International Trade Policy,['Semester 1']
ECON30005,Money and Banking,['Semester 1']
ECON30010,Microeconomics,['Semester 1']
ECON30013,Economic Analysis and Policy,['Semester 1']
ECON30018,Economics of the Law,['Semester 1']
ECON30020,Mathematical Economics,['Semester 1']
ECON30024,Economics of Financial Markets,['Semester 1']
ECON30025,Computational Economics and Business,['Semester 1']
ECON40001,Advanced Microeconomics,['Semester 1']
ECON40002,Advanced Macroeconomics,['Semester 1']
ECON40018,Economics Research Essay Part 1,['Semester 1']
ECON90002,Microeconomics,['Semester 1']
ECON90003,Macroeconomics,['Semester 1']
ECON90010,Quantitative Analysis of Finance II,"['Semester 1', 'Semester 2']"
ECON90015,Managerial Economics,"['Semester 1', 'Semester 2']"
ECON90016,Environmental Economics and Strategy,['Semester 1']
ECON90029,Economics For Public Policy,['Semester 1']
ECON90032,Macroeconomics for Managers,['Semester 1']
ECON90033,Quantitative Analysis of Finance I,"['Semester 1', 'Semester 2']"
ECON90034,Economics of Finance,"['Semester 1', 'Semester 2']"
ECON90047,Macroeconomics 2,['Semester 1']
ECON90052,Special Reading Topics in Economics,['Semester 1']
ECON90053,Mathematics for Economists,"['Semester 1', 'Semester 2']"
ECON90054,Special Reading Topics in Economics 2,['Semester 1']
ECON90055,Computational Economics,['Semester 1']
ECON90063,Advanced Microeconomics,['Semester 1']
ECON90064,Advanced Studies in Economics 1,['Semester 1']
ECON90071,Economics Research Report Part 1,['Semester 1']
ECON90073,Economics Thesis Workshop Part 1,['Semester 1']
ECON90075,Economic Analysis and Policy,['Semester 1']
ECON90079,Topics in Experimental Economics,['Semester 1']
EDUC10048,"Creativity, Play and the Arts","['Semester 1', 'Semester 2']"
EDUC10051,Sports Coaching: Theory and Practice,"['Summer Term', 'Semester 1', 'Semester 2']"
EDUC10054,"Drawing, Painting and Sensory Knowing","['Semester 1', 'Semester 2']"
EDUC10056,Learning and the Digital Generations,['Semester 1']
EDUC10057,"Wellbeing, Motivation and Performance","['Summer Term', 'Semester 1']"
EDUC10058,"Music, Learning and Popular Musicians",['Semester 1']
EDUC10060,Introduction to Indigenous Education,['Semester 1']
EDUC20064,Concepts of Childhood,['Semester 1']
EDUC20065,"Knowledge, Learning and Culture",['Semester 1']
EDUC20068,"Sport, Education and the Media","['Semester 1', 'Semester 2']"
EDUC20070,Learning via Sport and Outdoor Education,"['Semester 1', 'Semester 2']"
EDUC20073,Links Between Health and Learning,['Semester 1']
EDUC20077,"Printing, Collage and Social Engagement",['Semester 1']
EDUC20080,School Experience as Breadth,"['Semester 1', 'Semester 2']"
EDUC20084,Enacting Shakespeare,['Semester 1']
EDUC20085,"Singing, Song Writing and Youth Music",['Semester 1']
EDUC90001,Teaching in Practice,['Semester 1']
EDUC90002,Effective University Teaching,['Semester 1']
EDUC90057,Education Capstone Research Project,"['Semester 1', 'July']"
EDUC90222,Intervention in Problems of Young People,['Semester 1']
EDUC90223,Exceptionality:Assessment & Intervention,['Semester 1']
EDUC90319,Doctor of Education Thesis Proposal,"['Semester 1', 'Semester 2']"
EDUC90334,Minor Project in Education 2,"['Semester 1', 'Semester 2']"
EDUC90335,Minor Project in Education,"['Semester 1', 'Semester 2']"
EDUC90369,Professional Practice and Seminar Prim 2,"['Summer Term', 'Semester 1', 'Semester 2']"
EDUC90391,Science and Mathematics in EC,['Semester 1']
EDUC90408,Professional Practice & Seminar Sec 2,"['Semester 1', 'February', 'Semester 2', 'November']"
EDUC90414,Professional Practice & Seminar Sec 4a,"['Semester 1', 'Semester 2']"
EDUC90607,Arts Practice and Evaluation,['Semester 1']
EDUC90620,Research Methods in Education,"['Semester 1', 'March', 'Semester 2']"
EDUC90700,The Early Childhood Profession,['Semester 1']
EDUC90707,Professional Practice and Seminar (EC) 2,"['Summer Term', 'Semester 1', 'Semester 2']"
EDUC90709,Professional Practice and Seminar (EC) 3,"['Semester 1', 'Semester 2']"
EDUC90759,Education Research Project (Sec),"['February', 'Semester 1', 'July', 'Semester 2']"
EDUC90771,Professional Practice & Seminar Prim 4,"['Semester 1', 'Semester 2']"
EDUC90869,Doctor of Education Thesis Proposal,"['Semester 1', 'July']"
EDUC90872,Foundations of the Science of Learning,['Semester 1']
EDUC90877,Clinical Teaching Practice (Prim) 1,"['Semester 1', 'August']"
EDUC90878,Clinical Teaching Practice (Prim) 2,"['Semester 1', 'August']"
EDUC90893,Clinical Teaching Practice (EC) 2,"['Semester 1', 'Year Long', 'August']"
EDUC90929,Understanding Education in Context,['Semester 1']
EDUC90932,Education Research Design Part 2,['Semester 1']
EDUC90989,Capstone Professional Project,"['Semester 1', 'July']"
ELEN20005,Foundations of Electrical Networks,"['Semester 1', 'Semester 2']"
ELEN30009,Electrical Network Analysis and Design,"['Semester 1', 'Semester 2']"
ELEN30010,Digital System Design,['Semester 1']
ELEN30012,Signals and Systems,"['Semester 1', 'Semester 2']"
ELEN30014,Analog and Digital Electronics Concepts,['Semester 1']
ELEN90006,Internet Engineering,['Semester 1']
ELEN90011,Directed Studies,"['Semester 1', 'Semester 2']"
ELEN90013,Mobile and Wireless Networks and Design,['Semester 1']
ELEN90014,Multimedia Content Delivery,['Semester 1']
ELEN90027,Linear Systems Theory,['Semester 1']
ELEN90028,Nonlinear Systems Theory,['Semester 1']
ELEN90046,Major Design Project,"['Semester 1', 'Semester 2']"
ELEN90051,Advanced Communication Systems,['Semester 1']
ELEN90052,Advanced Signal Processing,['Semester 1']
ELEN90054,Probability and Random Models,"['Semester 1', 'Semester 2']"
ELEN90055,Control Systems,"['Semester 1', 'Semester 2']"
ELEN90056,Electronic Circuit Design,"['Semester 1', 'Semester 2']"
ELEN90059,Lightwave Systems,['Semester 1']
ELEN90060,Power System Analysis,['Semester 1']
ELEN90068,Business of Telecommunications,['Semester 1']
ELEN90069,Electrical Power Systems,['Semester 1']
ELEN90074,Introduction to Power Engineering,['Semester 1']
ELEN90082,Elect Eng Capstone Proj Part 2,['Semester 1']
ELEN90083,Electrical Engineering Research Project,"['Summer Term', 'Semester 1', 'Semester 2']"
ELEN90084,Microwave Photonics,['Semester 1']
ELEN90088,System Optimisation & Machine Learning,['Semester 1']
ENEN20002,Earth Processes for Engineering,"['Semester 1', 'Semester 2']"
ENEN90006,Solid Wastes to Sustainable Resources,['Semester 1']
ENEN90027,Energy for Sustainable Development,['Semester 1']
ENEN90030,Groundwater Hydrology,['Semester 1']
ENEN90031,Quantitative Environmental Modelling,['Semester 1']
ENEN90033,Solar Energy,['Semester 1']
ENEN90034,Environmental Applied Hydrology,['Semester 1']
ENGL10002,Literature and Performance,['Semester 1']
ENGL10004,Introduction to Indigenous Literature,['Semester 1']
ENGL10005,English for Academic Purposes,['Semester 1']
ENGL20022,Modernism and Avant Garde,['Semester 1']
ENGL20023,American Classics,['Semester 1']
ENGL20030,Modern and Contemporary Theatre,['Semester 1']
ENGL20031,"Literature, Adaptation, Media",['Semester 1']
ENGL30013,Gothic Fictions,['Semester 1']
ENGL30046,Romancing the Medieval,['Semester 1']
ENGL30047,"Literature, Ecology, Catastrophe",['Semester 1']
ENGL30048,Performance and the World,['Semester 1']
ENGL40007,Romanticism and Modernity,['Semester 1']
ENGL40015,American Fiction: The 20th Century,['Semester 1']
ENGL40020,Australian Theatre and Performance,['Semester 1']
ENGL40026,English & Theatre Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
ENGL40027,English & Theatre Studies Thesis Part 2,"['Semester 1', 'Semester 2']"
ENGL90002,Writing as Women: Critical Readings,['Semester 1']
ENGM90007,Project Management Practices,['Semester 1']
ENGM90011,Economic Analysis for Engineers,['Semester 1']
ENGM90013,Strategy Execution for Engineers,"['Semester 1', 'Semester 2']"
ENGM90014,The World of Engineering Management,"['Semester 1', 'Semester 2']"
ENGM90015,Management and Leadership for Engineers,['Semester 1']
ENGM90016,Engineering Management Capstone,"['Semester 1', 'Semester 2']"
ENGR10004,Engineering Systems Design 1,"['Semester 1', 'Semester 2']"
ENGR20004,Engineering Mechanics,"['Summer Term', 'Semester 1', 'Semester 2']"
ENGR30002,Fluid Mechanics,"['Semester 1', 'Semester 2']"
ENGR90021,Engineering Practice and Communication,"['Semester 1', 'Semester 2']"
ENGR90024,Computational Fluid Dynamics,['Semester 1']
ENGR90028,Introduction to Energy Systems,['Semester 1']
ENGR90029,Analysing Energy Systems,['Semester 1']
ENGR90031,Energy Systems Project,"['Semester 1', 'Semester 2']"
ENGR90032,Energy Supply and Value Chains,['Semester 1']
ENGR90033,Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
ENGR90034,Creating Innovative Engineering,"['Semester 1', 'Semester 2']"
ENGR90035,Graduate Research Internship,"['Semester 1', 'Semester 2']"
ENGR90036,Leadership for Innovation,['Semester 1']
ENST10002,Reading Western Literature,['Semester 1']
ENST10004,Climate Change and Impacts,['Semester 1']
ENST20001,Human Behaviour and Environment,['Semester 1']
ENST30002,Land And Environment Research Project,"['Semester 1', 'Semester 2']"
ENST90006,Environmental Research Review (12.5),"['Summer Term', 'Semester 1', 'Semester 2']"
ENST90007,Environmental Research Project (25),"['Summer Term', 'Semester 1', 'Semester 2']"
ENST90016,Environmental Research Project (50),"['Semester 1', 'Semester 2']"
ENST90020,Environmental Industry Research (50),"['Semester 1', 'Semester 2']"
ENST90025,Environmental Industry Research (25),"['Semester 1', 'Semester 2']"
ENST90032,Sustainability and Behaviour Change,['Semester 1']
ENST90033,Climate Change Mitigation,['Semester 1']
ENST90043,Sustainable Landscapes,['Semester 1']
ENST90044,Analysing Ecosystems and Their Values,['Semester 1']
ENST90045,Spatial Tools for Ecosystem Management,['Semester 1']
ENVS10001,Natural Environments,['Semester 1']
ENVS10004,Designing Environments,"['Semester 1', 'Semester 2']"
ENVS10006,Mapping Environments,['Semester 1']
ERTH30001,Hydrogeology/Environmental Geochemistry,['Semester 1']
ESLA10003,Academic English 1,"['Semester 1', 'Semester 2']"
ESLA10005,Academic English: Economics and Business,['Semester 1']
EURO20003,Memory & Memoirs of 20th Century Europe,['Semester 1']
EURO30002,Memory & Memoirs of 20th Century Europe,['Semester 1']
EURO40002,Seminars in Languages and Linguistics A,"['Semester 1', 'Semester 2']"
EURO40003,Seminars in Languages and Linguistics B,"['Semester 1', 'Semester 2']"
EVSC10001,The Global Environment,['Semester 1']
EVSC20004,Blue Planet-Intro to Marine Environments,['Semester 1']
EVSC20006,Energy and the Environment,['Semester 1']
EVSC20007,Modelling the Real World,['Semester 1']
EVSC30003,Environmental Risk Assessment,['Semester 1']
EVSC30006,Ecology of Urban Landscapes,['Semester 1']
EVSC90015,Environmental Impact Assessment,['Semester 1']
EVSC90017,Global Environmental Change,['Semester 1']
EVSC90020,Environmental Modelling,['Semester 1']
FINA10025,Studio Studies 1,['Semester 1']
FINA10026,Critical and Theoretical Studies 1,['Semester 1']
FINA10028,Related Studies Painting,['Semester 1']
FINA10030,Related Studies Photography,['Semester 1']
FINA10031,Related Studies Sculpture & Spatial Prac,['Semester 1']
FINA10036,Life Drawing: The Body,['Semester 1']
FINA10039,Related Studies Drawing & Printmedia,['Semester 1']
FINA20026,Painting Techniques,"['Summer Term', 'February', 'Semester 1', 'June', 'Winter Term', 'Semester 2']"
FINA20027,Studio Studies 3,['Semester 1']
FINA20028,Studio Options 1,['Semester 1']
FINA20029,Critical and Theoretical Studies 3,['Semester 1']
FINA20033,Introduction to Printmaking Processes,"['Summer Term', 'February', 'Semester 1', 'June', 'Winter Term', 'Semester 2']"
FINA20043,Light in Performance,['Semester 1']
FINA20045,Introduction to Screenprinting,"['Summer Term', 'February', 'Semester 1', 'June', 'Winter Term', 'Semester 2']"
FINA30001,Studio Studies 5,['Semester 1']
FINA30017,Critical and Theoretical Studies 5,"['Semester 1', 'Semester 2']"
FINA30018,Critical and Theoretical Studies 6,"['Semester 1', 'Semester 2']"
FINA30022,Space Studio,['Semester 1']
FINA30023,Space in Performance,['Semester 1']
FINA40004,Research Methods (Visual Art),['Semester 1']
FINA60008,Studio Materials and Methods A,['Semester 1']
FINA60011,Contemporary Art Practice A,['Semester 1']
FINA60013,Critical Issues in Contemporary Art A,['Semester 1']
FINA70006,Studio Practice 1,['Semester 1']
FINA70007,Perspectives in Art & Cultural Theory 1,['Semester 1']
FINA70008,Professional Perspectives,['Semester 1']
FINA70012,Perspectives in Art & Cultural Theory 3,['Semester 1']
FINA90002,Research Methods,['Semester 1']
FLTV10005,Languages of the Screen 1,['Semester 1']
FLTV10006,Screen Practice 1A,['Semester 1']
FLTV10007,Screenwriting 1,['Semester 1']
FLTV10010,Making Movies 1,"['Semester 1', 'Semester 2']"
FLTV10012,Screenwriting Practices 1A,['Semester 1']
FLTV10013,Industry Perspectives,['Semester 1']
FLTV10014,"Pictures, Sounds, Words",['Semester 1']
FLTV10016,Animation Studio 1A,['Semester 1']
FLTV10017,Animation Research 1,['Semester 1']
FLTV10018,Writing Animation 1,['Semester 1']
FLTV10021,Interactive Art Media 1,"['Semester 1', 'Semester 2']"
FLTV10023,Introduction to Screenwriting Practices,"['Semester 1', 'Semester 2']"
FLTV20005,Making Movies 2,['Semester 1']
FLTV20006,Screen Practice 2A,['Semester 1']
FLTV20007,Languages of the Screen 2,['Semester 1']
FLTV20008,Screenwriting 2,['Semester 1']
FLTV20011,Gaming and the Writer,['Semester 1']
FLTV20012,Screenwriting Practices 2A,['Semester 1']
FLTV20014,Animation Research 2,['Semester 1']
FLTV20015,Animation Studio 2A,['Semester 1']
FLTV20019,Writing Animation 2,['Semester 1']
FLTV30009,Languages of the Screen 3,['Semester 1']
FLTV30011,Screen Culture and Aesthetics 3,['Semester 1']
FLTV30015,Screen Adaptation,['Semester 1']
FLTV30018,Animation Lab 3,['Semester 1']
FLTV30021,Collaborative Production,['Semester 1']
FLTV40005,Research Methods (Animation),['Semester 1']
FLTV40008,Research Methods (Film and Television),['Semester 1']
FLTV40011,Research Methods (Screenwriting),['Semester 1']
FLTV70016,Screen Language 1A,['Semester 1']
FLTV70018,Documentary Projects 1A,['Semester 1']
FLTV70020,Narrative Projects 1A,['Semester 1']
FLTV70026,Scriptwriting 2,['Semester 1']
FLTV70028,Documentary Projects 2A,['Semester 1']
FLTV70030,Narrative Projects 2A,['Semester 1']
FLTV70039,Business of Producing 2,['Semester 1']
FLTV70040,Producing and the Industry,['Semester 1']
FLTV70041,Storytelling Workshop,['Semester 1']
FLTV70042,Cinematic Writing,['Semester 1']
FLTV70043,Writing for Television,['Semester 1']
FLTV70044,Writing and Rewriting,['Semester 1']
FLTV70045,Business of Screenwriting,['Semester 1']
FLTV70049,Producing and Creative Development,['Semester 1']
FLTV90003,Design Processes and Principles A,['Semester 1']
FLTV90004,Design Realisation and Collaboration A,['Semester 1']
FLTV90005,Design Documentation and Communication A,['Semester 1']
FLTV90006,Studies in Screen,['Semester 1']
FLTV90011,Graphics for Stage and Screen,['Semester 1']
