code,name,offered
MCEN90043,Capstone Proj Part 2,"['Semester 1', 'Semester 2']"
MCEN90045,Aerospace Dynamics and Control,['Semester 1']
MCEN90048,Artificial Intelligence for Mechatronics,['Semester 1']
MECM10003,Media and Society,['Semester 1']
MECM10005,Academic Writing and Communication,"['Semester 1', 'Semester 2']"
MECM20006,Understanding Australian Media,['Semester 1']
MECM20010,Comparing Media Systems,['Semester 1']
MECM20013,Text and Audio Journalism,['Semester 1']
MECM30015,Media and Communications Project,['Semester 1']
MECM30016,Digital Media Research,['Semester 1']
MECM30018,Media Psychology,['Semester 1']
MECM40003,Researching Audiences and Reception,['Semester 1']
MECM40006,Public Relations and Communications,"['Semester 1', 'Semester 2']"
MECM40011,Writing for the Media,['Semester 1']
MECM40018,Media & Communications Thesis Part 1,"['Semester 1', 'Semester 2']"
MECM40019,Media & Communications Thesis Part 2,"['Semester 1', 'Semester 2']"
MECM50001,Political Economy of the Network Society,['Semester 1']
MECM90002,Global Media Policy & Governance,['Semester 1']
MECM90007,Media Convergence and Digital Culture,['Semester 1']
MECM90016,Digital Politics,['Semester 1']
MECM90024,Strategic Content Creation,"['Semester 1', 'Semester 2']"
MECM90026,Advanced Practice 1,['Semester 1']
MECM90029,Media and Communications Thesis Part 1,"['Semester 1', 'Semester 2']"
MECM90030,Media and Communications Thesis Part 2,"['Semester 1', 'Semester 2']"
MECM90031,Audiovisual Communication,"['Semester 1', 'Winter Term', 'Semester 2']"
MECM90032,Marketing Communications Thesis Part 1,"['Semester 1', 'Semester 2']"
MECM90033,Marketing Communications Thesis Part 2,"['Semester 1', 'Semester 2']"
MECM90034,Marketing & Media in a Global Context,"['Semester 1', 'Semester 2']"
MECM90035,Integrated Marketing Communications,"['Semester 1', 'Semester 2']"
MECM90036,Foundations of Marketing & Communication,"['Semester 1', 'Semester 2']"
MECM90037,Online Community Management,['Semester 1']
MECM90038,Researching Media & Communications,"['Semester 1', 'Semester 2']"
MECM90039,Understanding Media & Communications,"['Semester 1', 'Semester 2']"
MEDI40002,Advanced Studies in Biomedicine,['Semester 1']
MEDI40004,Seminars in Translational Medicine,['Semester 1']
MEDI40005,Research Project - SVHM Part 1,['Semester 1']
MEDI40006,Biomedical Advanced Coursework,['Semester 1']
MEDI40014,Biomedicine Research Project Part 1,['Semester 1']
MEDI90088,Graduate Research Internship,"['Semester 1', 'Semester 2']"
MGMT10002,Principles of Management,"['Semester 1', 'Semester 2']"
MGMT10003,Organisation and Management,['Semester 1']
MGMT20001,Organisational Behaviour,"['Summer Term', 'Semester 1', 'Semester 2']"
MGMT20002,Managing Operations,['Semester 1']
MGMT20003,Project Management,['Semester 1']
MGMT20004,Managing Human Resources,"['Semester 1', 'Semester 2']"
MGMT30006,Managing Entrepreneurship and Innovation,['Semester 1']
MGMT30012,Management Consulting,"['Semester 1', 'Semester 2']"
MGMT30013,Strategic Management,['Semester 1']
MGMT30015,Managing Work and Your Career,['Semester 1']
MGMT90010,Strategic Human Resources,"['Semester 1', 'Semester 2']"
MGMT90011,Managing Stakeholders,['Semester 1']
MGMT90012,Managing Diversity,"['Semester 1', 'Semester 2']"
MGMT90013,Leadership and Team Dynamics,['Semester 1']
MGMT90014,Emerging Issues in Work and HRM,['Semester 1']
MGMT90015,Managing People,"['Semester 1', 'Semester 2']"
MGMT90016,Performance & Reward Management,['Semester 1']
MGMT90017,HR Consulting,['Semester 1']
MGMT90018,Managerial Psychology,"['Semester 1', 'Semester 2']"
MGMT90025,People and Change,"['Semester 1', 'Semester 2']"
MGMT90026,Supply Chain Management,['Semester 1']
MGMT90027,International Human Resources,"['Semester 1', 'Semester 2']"
MGMT90030,Managing Innovation and Entrepreneurship,"['Semester 1', 'Semester 2']"
MGMT90031,Project Management,"['Semester 1', 'Semester 2']"
MGMT90038,Global Corporate Governance,"['Semester 1', 'Semester 2']"
MGMT90111,Management and Business Communication,['Semester 1']
MGMT90129,Group Project,"['Semester 1', 'Semester 2']"
MGMT90130,Internship I,"['Semester 1', 'Semester 2']"
MGMT90131,Internship II,"['Semester 1', 'Semester 2']"
MGMT90140,Management Competencies,"['Summer Term', 'Semester 1', 'Semester 2']"
MGMT90141,Business Analysis & Decision Making,"['Summer Term', 'Semester 1', 'Semester 2']"
MGMT90146,Strategic Management,"['Summer Term', 'Semester 1', 'Semester 2']"
MGMT90148,Consulting Fundamentals,"['Semester 1', 'Semester 2']"
MGMT90164,EMA Special Project,"['Semester 1', 'Semester 2']"
MGMT90171,Leadership in Science,['Semester 1']
MGMT90196,Advanced Operations Management,['Semester 1']
MGMT90201,Foundations of Entrepreneurial Practice,['Semester 1']
MGMT90204,Leading for Strategic Advantage,"['Semester 1', 'Semester 2']"
MGMT90206,Management & Marketing Special Topics 1,"['Semester 1', 'Semester 2']"
MGMT90207,Management & Marketing Special Topics 2,"['Semester 1', 'Semester 2']"
MGMT90208,Sustainable Business Practices,['Semester 1']
MGMT90209,EMA Career Project,"['Semester 1', 'Semester 2']"
MGMT90223,Design Thinking,['Semester 1']
MGMT90224,Garage Project,['Semester 1']
MGMT90225,Creating a Successful Business Model,['Semester 1']
MGMT90226,Business Acumen for Entrepreneurs,['Semester 1']
MGMT90235,EMA Special Project (Year Long) Part 1,"['Semester 1', 'Semester 2']"
MGMT90236,EMA Special Project (Year Long) Part 2,"['Semester 1', 'Semester 2']"
MGMT90237,Research Report Part 1,"['Semester 1', 'Semester 2']"
MGMT90238,Research Report Part 2,"['Semester 1', 'Semester 2']"
MIIM20001,Principles of Microbiology & Immunology,['Semester 1']
MIIM30002,Principles of Immunology,['Semester 1']
MIIM30011,Medical Microbiology: Bacteriology,['Semester 1']
MIIM30016,Techniques in Microbiology,['Semester 1']
MIIM40002,Advanced Microbiology and Immunology I,['Semester 1']
MIIM40005,Micro & Immuno Research Project Part 1,['Semester 1']
MIIM40007,Advanced Microbiology and Immunology II,['Semester 1']
MKTG10001,Principles of Marketing,"['Semester 1', 'Semester 2']"
MKTG20001,Consumer Behaviour,['Semester 1']
MKTG20006,Brand Management,['Semester 1']
MKTG20009,Global Marketing,['Semester 1']
MKTG30003,Service and Relationship Marketing,['Semester 1']
MKTG30006,Retail Management,['Semester 1']
MKTG30011,Product Management,['Semester 1']
MKTG30012,Business Ethics,['Semester 1']
MKTG90001,Retail Management,['Semester 1']
MKTG90002,Product Management,['Semester 1']
MKTG90004,Marketing Management,"['Summer Term', 'Semester 1', 'Semester 2']"
MKTG90005,Marketing Strategy,"['Semester 1', 'Semester 2']"
MKTG90006,Brand Management,['Semester 1']
MKTG90007,Service Management,['Semester 1']
MKTG90008,Consumer Behaviour,"['Semester 1', 'Semester 2']"
MKTG90011,Marketing Research,"['Semester 1', 'Semester 2']"
MKTG90012,International Marketing Management,"['Semester 1', 'Semester 2']"
MKTG90026,Marketing Metrics,"['Semester 1', 'Semester 2']"
MKTG90032,Applied Syndicate Project,"['Semester 1', 'Semester 2']"
MKTG90033,Neuromarketing,['Semester 1']
MKTG90037,Managing for Value Creation,"['Summer Term', 'Semester 1', 'Semester 2']"
MREN90001,Polymers and Composites,['Semester 1']
MREN90003,Electronic and Magnetic Materials,['Semester 1']
MREN90005,Materials Engineering Research Project,"['Semester 1', 'Semester 2']"
MULT10011,"Introduction to Life, Earth and Universe",['Semester 1']
MULT10014,Identity,['Semester 1']
MULT10015,Language,['Semester 1']
MULT10016,Reason,['Semester 1']
MULT10018,Power,['Semester 1']
MULT20003,Critical Analytical Skills,['Semester 1']
MULT20008,Australian Indigenous Politics,['Semester 1']
MULT20010,Arts Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
MULT20012,Community Volunteering,"['Semester 1', 'Semester 2']"
MULT20013,Australia Now,"['Semester 1', 'Winter Term', 'Semester 2']"
MULT30015,Independent Research,"['Summer Term', 'Semester 1', 'Winter Term', 'Semester 2']"
MULT30019,Arts Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
MULT30020,Community Volunteering,"['Semester 1', 'Semester 2']"
MULT40007,Special Research Topics,['Semester 1']
MULT40008,Special Research Subject A,"['Semester 1', 'Semester 2']"
MULT50001,Research Principles and Practices,"['Semester 1', 'Semester 2']"
MULT90002,Supervised Reading (Asia Institute),"['Semester 1', 'Semester 2']"
MULT90018,Internship I (Placement Only),"['Semester 1', 'Semester 2']"
MULT90019,Internship II (Semester Long),"['Semester 1', 'Semester 2']"
MULT90059,Social Enterprise Incubator,"['Semester 1', 'Semester 2']"
MULT90061,Internship II (Year Long) Part 1,"['Semester 1', 'Semester 2']"
MULT90062,Internship II (Year Long) Part 2,"['Semester 1', 'Semester 2']"
MUSI10001,Language and Diction German,['Semester 1']
MUSI10011,Music Performance 1D,"['Semester 1', 'Semester 2']"
MUSI10012,Music Performance 2D,"['Semester 1', 'Semester 2']"
MUSI10016,Art of Piano Teaching,['Semester 1']
MUSI10017,Riffs: Guitar Cultures & Practice 1,"['Summer Term', 'Semester 1']"
MUSI10021,MCM African Music and Dance Ensemble 1,"['Summer Term', 'Semester 1']"
MUSI10037,Music in Everyday Life,['Semester 1']
MUSI10041,Baroque Ensemble 1,['Semester 1']
MUSI10047,Music History 1: Monteverdi to Mozart,['Semester 1']
MUSI10052,Brass Ensemble 1,['Semester 1']
MUSI10056,Early Voices 1,['Semester 1']
MUSI10058,Conservatorium Choir 1,['Semester 1']
MUSI10060,Orchestral Ensembles 1,['Semester 1']
MUSI10066,Guitar Ensemble 1,['Semester 1']
MUSI10068,String Ensemble 1,['Semester 1']
MUSI10076,Piano Duo and Duet 1,['Semester 1']
MUSI10092,Vocal Ensemble 1,['Semester 1']
MUSI10148,African Music and Dance Ensemble,"['Summer Term', 'Semester 1', 'Semester 2']"
MUSI10159,Choir 1,['Semester 1']
MUSI10173,Guitar Group 1,['Semester 1']
MUSI10180,Contextual Studies 1,['Semester 1']
MUSI10181,Ensemble Studies 1,['Semester 1']
MUSI10182,Individual Performance Studies 1,['Semester 1']
MUSI10184,Pop Song Writing 1,"['Semester 1', 'Semester 2']"
MUSI10191,Interactive Composition 1,['Semester 1']
MUSI10192,Ensemble Studies 2,"['Semester 1', 'Semester 2']"
MUSI10195,Music Making Laboratory 1,['Semester 1']
MUSI10197,Individual Performance Studies 2,"['Semester 1', 'Semester 2']"
MUSI10202,Jazz: The Improvisatory Spirit,['Semester 1']
MUSI10204,Audiation through Solfège,['Semester 1']
MUSI10207,Medieval and Renaissance Ensemble 1,['Semester 1']
MUSI10220,Practical Music 1,"['Semester 1', 'Semester 2']"
MUSI10221,Practical Music 2,"['Semester 1', 'Semester 2']"
MUSI10225,Chamber Choir 1,['Semester 1']
MUSI10229,Sound Studies 1,['Semester 1']
MUSI20008,Music Technology,['Semester 1']
MUSI20013,Chamber Music 1,"['Semester 1', 'Semester 2']"
MUSI20014,Chamber Music 2,"['Semester 1', 'Semester 2']"
MUSI20025,Minor Music Performance 1,"['Semester 1', 'Semester 2']"
MUSI20026,Minor Music Performance 2,"['Semester 1', 'Semester 2']"
MUSI20055,Composition 1,"['Semester 1', 'Semester 2']"
MUSI20056,Composition 2,"['Semester 1', 'Semester 2']"
MUSI20058,Music Performance 3D,"['Semester 1', 'Semester 2']"
MUSI20060,Music Performance 4D,"['Semester 1', 'Semester 2']"
MUSI20069,Baroque Ensemble 1,['Semester 1']
MUSI20071,Big Band 1,['Semester 1']
MUSI20073,Brass Ensemble 1,['Semester 1']
MUSI20080,Early Voices 1,['Semester 1']
MUSI20082,Conservatorium Choir 1,['Semester 1']
MUSI20087,MCM Indonesian Gamelan Ensemble 1,['Semester 1']
MUSI20089,Guitar Ensemble 3,['Semester 1']
MUSI20091,String Ensemble 1,['Semester 1']
MUSI20093,Orchestral Ensembles 3,['Semester 1']
MUSI20099,Piano Duo and Duet 1,['Semester 1']
MUSI20104,Shakuhachi 1,"['Semester 1', 'Semester 2']"
MUSI20105,Shakuhachi 2,"['Semester 1', 'Semester 2']"
MUSI20108,MCM Chinese Music Ensemble,"['Semester 1', 'Semester 2']"
MUSI20112,Vocal Ensemble 1,['Semester 1']
MUSI20122,Composition Studies,['Semester 1']
MUSI20124,University Orchestral Ensembles 1,['Semester 1']
MUSI20134,Melbourne Big Band 1,['Semester 1']
MUSI20135,Chinese Music Ensemble 1,"['Summer Term', 'Semester 1', 'Semester 2']"
MUSI20138,Indonesian Gamelan Ensemble,"['Semester 1', 'Semester 2']"
MUSI20143,World Music Choir 1,"['Summer Term', 'Semester 1', 'Semester 2']"
MUSI20149,Music Psychology,['Semester 1']
MUSI20156,Practical Anatomy for Classical Voice 1,['Semester 1']
MUSI20160,Aural Studies 2,['Semester 1']
MUSI20163,Samba Band,"['Semester 1', 'Semester 2']"
MUSI20164,Free Play New Music Improvisation Ensem,"['Semester 1', 'Semester 2']"
MUSI20167,Creating Music For Advertising,['Semester 1']
MUSI20173,The Art of Game Music,['Semester 1']
MUSI20174,The Laptop Recording Studio,"['Semester 1', 'Semester 2']"
MUSI20175,Individual Performance Studies 3,"['Semester 1', 'Semester 2']"
MUSI20176,Ensemble Studies 3,"['Semester 1', 'Semester 2']"
MUSI20177,Contextual Studies 3,['Semester 1']
MUSI20178,Individual Performance Studies 4,"['Semester 1', 'Semester 2']"
MUSI20179,Ensemble Studies 4,"['Semester 1', 'Semester 2']"
MUSI20181,Interactive Composition 3,['Semester 1']
MUSI20182,Music Making Laboratory 3,['Semester 1']
MUSI20192,"R&B, Soul & Gospel Choir","['Semester 1', 'Semester 2']"
MUSI20198,Music History 2: C19th Music and Ideas,"['Summer Term', 'Semester 1']"
MUSI20199,Practical Music 3,"['Semester 1', 'Semester 2']"
MUSI20200,Practical Music 4,"['Semester 1', 'Semester 2']"
MUSI20201,Performance 3,"['Semester 1', 'Semester 2']"
MUSI20202,Performance 4,"['Semester 1', 'Semester 2']"
MUSI20209,Chinese Music Ensemble 2,"['Semester 1', 'Semester 2']"
MUSI20213,Chamber Choir 3,['Semester 1']
MUSI20215,Medieval and Renaissance Ensemble 3,['Semester 1']
MUSI20218,Area Studies in Ethnomusicology,['Semester 1']
MUSI20220,Sound Studies 3,['Semester 1']
MUSI20222,"Creativity, Genius, Expertise and Talent","['Semester 1', 'Semester 2']"
MUSI20223,Music Performance Science,['Semester 1']
MUSI30008,Performance Study 6,"['Semester 1', 'Semester 2']"
MUSI30009,Performance Study 5,"['Semester 1', 'Semester 2']"
MUSI30019,Chamber Music 3,"['Semester 1', 'Semester 2']"
MUSI30020,Chamber Music 4,"['Semester 1', 'Semester 2']"
MUSI30025,Orchestration,['Semester 1']
MUSI30031,Electro-Acoustic Music,['Semester 1']
MUSI30032,Music Research,['Semester 1']
MUSI30047,Music Analysis,['Semester 1']
MUSI30050,Minor Music Performance 3,"['Semester 1', 'Semester 2']"
MUSI30051,Minor Music Performance 4,"['Semester 1', 'Semester 2']"
MUSI30053,The Ethnography of Music,['Semester 1']
MUSI30139,Shakuhachi Ensemble 1,"['Semester 1', 'Semester 2']"
MUSI30159,Acting for Singers 1,['Semester 1']
MUSI30163,Baroque Ensemble 1,['Semester 1']
MUSI30165,Big Band 3,['Semester 1']
MUSI30167,Brass Ensemble 1,['Semester 1']
MUSI30172,Early Voices 1,['Semester 1']
MUSI30174,Conservatorium Choir 1,['Semester 1']
MUSI30181,Guitar Ensemble 5,['Semester 1']
MUSI30183,String Ensemble 1,['Semester 1']
MUSI30185,Orchestral Ensembles 5,['Semester 1']
MUSI30193,Piano Duo and Duet 1,['Semester 1']
MUSI30206,Vocal Ensemble 1,['Semester 1']
MUSI30213,Composition 3,"['Semester 1', 'Semester 2']"
MUSI30214,Composition 4,"['Semester 1', 'Semester 2']"
MUSI30215,Music Performance 5D,"['Semester 1', 'Semester 2']"
MUSI30216,Music Performance 6D,"['Semester 1', 'Semester 2']"
MUSI30217,Music Performance 5,"['Semester 1', 'Semester 2']"
MUSI30218,Music Performance 6,"['Semester 1', 'Semester 2']"
MUSI30223,Contextual Studies 5,['Semester 1']
MUSI30225,Ensemble Studies 5,"['Semester 1', 'Semester 2']"
MUSI30226,Ensemble Studies 6,"['Semester 1', 'Semester 2']"
MUSI30227,Individual Performance Studies 5,"['Semester 1', 'Semester 2']"
MUSI30228,Individual Performance Studies 6,"['Semester 1', 'Semester 2']"
MUSI30229,Interactive Composition 5,['Semester 1']
MUSI30231,Music Making Laboratory 5,['Semester 1']
MUSI30236,The Music Producer: From Brass to Beats,['Semester 1']
MUSI30238,Advanced Harmonic and Rhythmic Studies,['Semester 1']
MUSI30244,Chamber Choir 5,['Semester 1']
MUSI30246,Music as Noise: Making Sound Art,['Semester 1']
MUSI30249,Music History 3:Impressionism to Present,['Semester 1']
MUSI30250,Practical Music 5,"['Semester 1', 'Semester 2']"
MUSI30251,Practical Music 6,"['Semester 1', 'Semester 2']"
MUSI30252,Performance 5,"['Semester 1', 'Semester 2']"
MUSI30253,Performance 6,"['Semester 1', 'Semester 2']"
MUSI30256,The Romantic Piano,['Semester 1']
MUSI30260,Medieval and Renaissance Ensemble 5,['Semester 1']
MUSI30262,French Lyric Diction,['Semester 1']
MUSI40012,GradDip Composition 1,"['Semester 1', 'Semester 2']"
MUSI40013,GradDip Composition 2,"['Semester 1', 'Semester 2']"
MUSI40016,Practical Study 1,"['Semester 1', 'Semester 2']"
MUSI40017,Practical Study 2,"['Semester 1', 'Semester 2']"
MUSI40036,Conducting,['Semester 1']
MUSI40055,Music Analysis,['Semester 1']
MUSI40056,Special Study,"['Semester 1', 'Semester 2']"
MUSI40060,Concerto,"['Semester 1', 'Semester 2']"
MUSI40061,Recital,"['Semester 1', 'Semester 2']"
MUSI40062,Honours Chamber Music 1,"['Semester 1', 'Semester 2']"
MUSI40063,Honours Ensemble 1,"['Semester 1', 'Semester 2']"
MUSI40064,The Research Process for Musicians,"['Semester 1', 'Semester 2']"
MUSI40067,Honours Composition 1,"['Semester 1', 'Semester 2']"
MUSI40068,Honours Composition 2,"['Semester 1', 'Semester 2']"
MUSI40070,Professional Project (Ethnomusicology),['Semester 1']
MUSI40071,Professional Project (Musicology),['Semester 1']
MUSI40073,Composition Studies,['Semester 1']
MUSI40075,Music Psychology,['Semester 1']
MUSI40078,Music Research (Honours),['Semester 1']
MUSI40079,The Ethnography of Music (Honours),['Semester 1']
MUSI40080,Honours Ensemble 2,"['Semester 1', 'Semester 2']"
MUSI40081,Honours Chamber Music 2,"['Semester 1', 'Semester 2']"
MUSI40083,Research Methods,['Semester 1']
MUSI40088,Integrated Musical Practice 1,"['Semester 1', 'Semester 2']"
MUSI40089,Integrated Musical Practice 2,"['Semester 1', 'Semester 2']"
MUSI40092,Music Management and Enterprise,['Semester 1']
MUSI40094,Music as Noise: Making Sound Art,['Semester 1']
MUSI40098,The Romantic Piano,['Semester 1']
MUSI40101,Thesis Part 1,"['Semester 1', 'Semester 2']"
MUSI40102,Thesis Part 2,"['Semester 1', 'Semester 2']"
MUSI40103,Figured Bass Realisation 1,['Semester 1']
MUSI40104,Dissertation Part 1,"['Semester 1', 'Semester 2']"
MUSI40105,Dissertation Part 2,"['Semester 1', 'Semester 2']"
MUSI40107,Capstone Music Project Part 1,"['Semester 1', 'Semester 2']"
MUSI90006,Studies in Ethnomusicology 1,"['Semester 1', 'Semester 2']"
MUSI90018,Studies in Musicology 1,"['Semester 1', 'Semester 2']"
MUSI90019,Studies in Musicology 2,"['Semester 1', 'Semester 2']"
MUSI90026,Studies in Ethnomusicology 2,"['Semester 1', 'Semester 2']"
MUSI90032,Music Therapy Methods 1,['Semester 1']
MUSI90034,Music Therapy Methods 3,['Semester 1']
MUSI90036,Music Psychology Research,['Semester 1']
MUSI90038,Clinical Training in Music Therapy 1,['Semester 1']
MUSI90040,Clinical Training in Music Therapy 3,['Semester 1']
MUSI90041,Applications of Music in Therapy A,['Semester 1']
MUSI90043,Applications of Music in Therapy C,['Semester 1']
MUSI90044,Objectivist Research in Music Therapy,['Semester 1']
MUSI90067,Composition Seminar,"['Semester 1', 'Semester 2']"
MUSI90092,Postgraduate Seminar,"['Semester 1', 'Semester 2']"
MUSI90093,Ensemble A,"['Semester 1', 'Semester 2']"
MUSI90094,Ensemble B,"['Semester 1', 'Semester 2']"
MUSI90100,Recital 1,"['Semester 1', 'Semester 2']"
MUSI90144,The Teacher as Conductor,"['Semester 1', 'Semester 2']"
MUSI90147,Performing to Teach 1,"['Semester 1', 'Semester 2']"
MUSI90148,Ensemble,"['Semester 1', 'Semester 2']"
MUSI90149,Applied Instrumental and Vocal Teaching,"['Semester 1', 'Semester 2']"
MUSI90150,"Music Learning, Teaching and Research","['Semester 1', 'Semester 2']"
MUSI90151,Music Performance Curriculum& Assessment,"['Semester 1', 'Semester 2']"
MUSI90152,Second Instrument / Vocal Study 2,"['Semester 1', 'Semester 2']"
MUSI90153,Professional Practice 2,"['Semester 1', 'Semester 2']"
MUSI90154,Professional Practice 1,"['Semester 1', 'Semester 2']"
MUSI90155,Second Instrument / Vocal Study 1,"['Semester 1', 'Semester 2']"
MUSI90156,Performing to Teach 2,"['Semester 1', 'Semester 2']"
MUSI90157,Pedagogue Recital,"['Semester 1', 'Semester 2']"
MUSI90185,Research Essay,"['Semester 1', 'Semester 2']"
MUSI90191,The Research Process For Musicians (RHD),"['Semester 1', 'Semester 2']"
MUSI90192,Studio Teaching 1,"['Semester 1', 'Semester 2']"
MUSI90193,Studio Teaching 2,"['Semester 1', 'Semester 2']"
MUSI90194,Instrumental Pedagogy,"['Semester 1', 'Semester 2']"
MUSI90195,Professional Practice 3,"['Semester 1', 'Semester 2']"
MUSI90196,Orchestration,['Semester 1']
MUSI90197,Professional Research Project Part 1,"['Semester 1', 'Semester 2']"
MUSI90198,Professional Research Project Part 2,"['Semester 1', 'Semester 2']"
MUSI90199,Suzuki Practicum Part 1,"['Semester 1', 'Semester 2']"
MUSI90200,Suzuki Practicum Part 2,"['Semester 1', 'Semester 2']"
MUSI90217,Orchestral Experience 1,['Semester 1']
MUSI90218,Musician's Health,['Semester 1']
MUSI90219,Orchestra Administration,['Semester 1']
MUSI90224,Orchestral Experience 3,['Semester 1']
MUSI90225,Music Outreach & Social Entrepreneurship,['Semester 1']
MUSI90227,Orchestral Performance Practicum 2,['Semester 1']
MUSI90231,Core Skills In Opera 1,['Semester 1']
MUSI90232,Repetiteur Skills,['Semester 1']
MUSI90234,Core Skills in Opera 3,['Semester 1']
MUSI90238,"Music, Learning & Technology","['Semester 1', 'Semester 2']"
MUST10001,Dance Skills 1,['Semester 1']
MUST10002,Acting Skills 1,['Semester 1']
MUST10003,Voice Skills 1,['Semester 1']
MUST10004,Music Theatre Contextual Studies,['Semester 1']
MUST10010,Singing 1,['Semester 1']
MUST20003,Voice Skills 3,['Semester 1']
MUST20004,Music Theatre Combination Class 2,['Semester 1']
MUST20007,Bollywood: a cross-disciplinary study,"['Semester 1', 'Semester 2']"
MUST20010,Glee Singing: The Power Of Pop Music,"['Semester 1', 'Semester 2']"
MUST30001,Dance Skills 4,['Semester 1']
MUST30002,Acting Skills 4,['Semester 1']
MUST30003,Voice Skills 5,['Semester 1']
MUST30004,Music Theatre Combination Class 4,['Semester 1']
MUST30005,New Work,['Semester 1']
MUST30012,Music Theatre: Singing Rock Musicals,['Semester 1']
NEUR30002,Neurophysiology: Neurons and Circuits,['Semester 1']
NEUR30003,Principles of Neuroscience,['Semester 1']
NEUR90015,Project in Neuroscience,"['Semester 1', 'Semester 2']"
NEUR90016,Project in Neuroscience,"['Semester 1', 'Semester 2']"
NEUR90017,Project in Neuroscience,"['Semester 1', 'Semester 2']"
NEUR90018,Project in Neuroscience,"['Semester 1', 'Semester 2']"
NRMT10007,Land Resources and Management,['Semester 1']
NRMT20016,Plant Protection,['Semester 1']
NRMT40005,Social Research Methods,['Semester 1']
NRMT90003,Social Research Methods,['Semester 1']
NURS90002,Independent Study,"['Semester 1', 'Semester 2']"
NURS90025,Child and Family Health,['Semester 1']
NURS90026,Independent Study Unit,"['Semester 1', 'Semester 2']"
NURS90052,Nursing Science 3,['Semester 1']
NURS90053,Clients with Complex Health States,['Semester 1']
NURS90059,Nursing Research,['Semester 1']
NURS90066,Foundations of Nursing,['Semester 1']
NURS90067,Health Assessment for Advanced Practice1,['Semester 1']
NURS90068,Health Assessment for Adv. Practice 2,['Semester 1']
NURS90069,Clinical Leadership in Context,['Semester 1']
NURS90086,Quality and Safety in Healthcare,['Semester 1']
NURS90103,Research in Practice,['Semester 1']
NURS90104,Chronic Disease Management: Foundations,"['Semester 1', 'Semester 2']"
NURS90106,Advanced Nursing Practice: Primary Care,"['Semester 1', 'Semester 2']"
NURS90108,Minor Thesis Part 1,"['Semester 1', 'Semester 2']"
NURS90109,Minor Thesis Part 2,"['Semester 1', 'Semester 2']"
NURS90129,Nursing Science 1,['Semester 1']
NURS90130,Nursing Assessment & Care,['Semester 1']
NURS90133,Preparing for Advanced Practice Nursing,['Semester 1']
OPTO20004,"Perception, Illusions and Art",['Semester 1']
OPTO40012,Vision Science Research Project Part 1,['Semester 1']
OPTO90009,Management of Contact Lens Patients,['Semester 1']
OPTO90016,Glaucoma and Retinal Disease,['Semester 1']
OPTO90018,The Eye and Vision: A Window to Disease,['Semester 1']
OPTO90019,Vision Science Project A,"['Semester 1', 'Semester 2']"
OPTO90020,Vision Science Project B,"['Semester 1', 'Semester 2']"
OPTO90021,Vision Science Project C,"['Semester 1', 'Semester 2']"
OPTO90022,Vision Science Project D,"['Semester 1', 'Semester 2']"
OPTO90031,Research Studies in Optometry,"['Semester 1', 'Semester 2']"
ORAL10001,Society and Health 1A,['Semester 1']
ORAL10003,Oral Health Sciences 1A,['Semester 1']
ORAL20001,Health Promotion 2A,['Semester 1']
ORAL40001,Oral Health Research Project 4A,"['Semester 1', 'Semester 2']"
ORAL40002,Oral Health Research Project 4B,"['Semester 1', 'Semester 2']"
OTOL40001,Otolaryngology Research Project Part 1,['Semester 1']
OTOL40002,Otolaryngology Advanced Coursework,['Semester 1']
PADM90004,Public Administration Thesis,"['Semester 1', 'Semester 2']"
PAED40001,Paediatrics Research Project Part 1,['Semester 1']
PAED90007,Professional Practice in Context,['Semester 1']
PAED90015,Adolescent Health Minor Thesis,"['Semester 1', 'Semester 2']"
PATH30001,Mechanisms of Human Disease,['Semester 1']
PATH30002,Techniques for Investigation of Disease,['Semester 1']
PATH40001,Pathology Research Project Part 1,['Semester 1']
PATH40002,Critical Analysis of Pathology Research,['Semester 1']
PATH40006,Clinical Path Research Project Part 1,['Semester 1']
PHIL10002,Philosophy: The Big Questions,['Semester 1']
PHIL20008,Ethical Theory,['Semester 1']
PHIL20033,The Philosophy of Mind,['Semester 1']
PHIL20038,Nietzsche and Critics,['Semester 1']
PHIL20039,The Nature of Reality,['Semester 1']
PHIL30016,Knowledge and Reality,['Semester 1']
PHIL30024,The Foundations of Interpretation,['Semester 1']
PHIL30043,The Power and Limits of Logic,['Semester 1']
PHIL30047,Objectivity and Value,['Semester 1']
PHIL40002,Recent European Philosophy,['Semester 1']
PHIL40003,Topics in Moral Psychology,['Semester 1']
PHIL40017,Early Modern Philosophy,['Semester 1']
PHIL40020,Reading and Writing Philosophy,['Semester 1']
PHIL40021,Philosophy Thesis Part 1,"['Semester 1', 'Semester 2']"
PHIL40022,Philosophy Thesis Part 2,"['Semester 1', 'Semester 2']"
PHIL90004,Ethical Theory and Practice,['Semester 1']
PHIL90005,Applied Ethics: Directed Research,"['Semester 1', 'Semester 2']"
PHIL90007,Literature Review,['Semester 1']
PHIL90010,Global Justice,['Semester 1']
PHIL90021,Critical and Creative Thinking,['Semester 1']
PHIL90024,Philosophy Methods,['Semester 1']
PHIL90030,Professional & Applied Ethics Internship,"['Semester 1', 'Semester 2']"
PHIL90034,Philosophical Methodology,['Semester 1']
PHIL90036,Professional Ethics Thesis Part 1,"['Semester 1', 'Semester 2']"
